时间,MFI,MFI六日平均,收盘价,买入,卖出,累计涨幅
2006/1/24,81.23206506,81.35006488,999.093,2,4.5,3.866
2006/1/25,80.98682649,81.49616305,1009.597,2,4.5,4.6209
2006/2/6,80.7710037,81.69179139,1033.234,2,4.5,4.9573
2006/2/7,81.37504792,82.90295856,1029.937,2,4.5,3.8655
2006/2/8,81.69192225,84.8224237,1033.072,2,4.5,3.9562
2006/2/9,82.04352384,85.43075821,1019.599,2,4.5,2.3679
2006/2/10,82.10865413,84.91011116,1032.337,2,4.5,3.323
2006/2/13,82.16059647,84.30946943,1031.614,2,4.5,2.2016
2006/2/14,88.03800674,83.72111854,1038.531,2,4.5,0.5309
2006/2/15,92.89183879,82.17622473,1041.66,2,4.5,1.1513
2006/2/16,85.34192932,78.80611433,1020.121,2,4.5,-1.2209
2006/2/17,78.91964152,76.62522555,1020.368,2,4.5,0.1075
2006/2/20,78.50480374,75.37439075,1021.639,2,4.5,-1.0172
2006/2/21,78.63049113,73.02081159,1038.816,2,4.5,0.7341
2006/2/22,78.76864389,71.86399481,1037.885,2,4.5,-0.026
2006/2/23,72.6711764,69.37384517,1041.373,2,4.5,0.0088
2006/2/24,72.25659661,66.72884889,1049.444,2,4.5,2.8516
2006/2/27,71.41463272,64.13838202,1047.845,2,4.5,2.675
2006/2/28,64.38332879,60.48655238,1053.01,2,4.5,3.0433
2006/3/1,71.68959043,58.26018734,1056.619,2,4.5,1.7047
2006/3/2,63.82774609,55.06809976,1038.666,2,4.5,0.0952
2006/3/3,56.80119872,52.98454068,1041.677,2,4.5,0.049
2006/3/6,56.71379538,51.70211931,1038.873,2,4.5,-0.9952
2006/3/7,49.50365484,49.9460151,1014.973,2,4.5,-3.1434
2006/3/8,51.02513858,50.55630965,1009.271,2,4.5,-4.1981
2006/3/9,52.53706498,50.7423721,1004.344,2,4.5,-5.029
2006/3/10,51.32639157,49.3141382,1008.897,2,4.5,-2.8766
2006/3/13,49.1066705,49.35386043,1019.864,2,4.5,-2.0795
2006/3/14,46.17717015,49.74209255,1018.272,2,4.5,-1.9664
2006/3/15,53.16542213,52.29074177,1028.958,2,4.5,1.3836
2006/3/16,52.14151329,55.27660501,1027.616,2,4.5,1.815
2006/3/17,43.96766157,56.95587026,1024.015,2,4.5,1.9528
2006/3/20,51.56472495,61.39590025,1037.659,2,4.5,2.8319
2006/3/21,51.43606325,65.95159049,1040.757,2,4.5,2.0435
2006/3/22,61.46906543,71.64738717,1047.666,2,4.5,2.8634
2006/3/23,71.08060155,74.30242895,1048.537,2,4.5,1.8971
2006/3/24,62.21710481,74.09018994,1042.601,2,4.5,1.4614
2006/3/27,70.6078415,75.66712925,1050.707,2,4.5,2.5893
2006/3/28,78.89886638,76.12622077,1055.982,2,4.5,1.7589
2006/3/29,85.61084333,75.48206762,1065.294,2,4.5,2.3421
2006/3/30,77.39931613,74.72005075,1055.634,2,4.5,0.7715
2006/3/31,69.80716749,73.91362052,1061.088,2,4.5,1.2051
2006/4/3,71.67874067,74.5560346,1079.322,2,4.5,3.4896
2006/4/4,73.36239059,75.10306893,1089.371,2,4.5,3.6431
2006/4/5,75.03394751,74.16621506,1099.97,2,4.5,4.114
2006/4/6,81.03874211,72.53512978,1103.237,2,4.5,3.5292
2006/4/7,72.56073476,70.14477277,1103.154,2,4.5,4.4285
2006/4/10,73.66165195,69.35996879,1117.91,2,4.5,5.2494
2006/4/11,74.96094669,68.43544361,1123.308,2,4.5,4.0139
2006/4/12,67.74126735,68.2406593,1117.073,2,4.5,2.5278
2006/4/13,65.24743581,70.17109988,1093.925,2,4.5,-0.5173
2006/4/14,66.69660004,72.62571418,1118.607,2,4.5,1.442
2006/4/17,67.85191092,74.95250903,1124.414,2,4.5,1.9686
2006/4/18,68.11450086,75.82717707,1131.281,2,4.5,1.2417
2006/4/19,73.79224083,76.7236045,1138.241,2,4.5,1.374
2006/4/20,79.32391084,77.7280042,1134.381,2,4.5,1.59
2006/4/21,79.97512159,77.87776201,1149.158,2,4.5,4.9648
2006/4/24,80.65736912,77.99770059,1142.698,2,4.5,2.1463
2006/4/25,73.0999192,79.0797501,1141.93,2,4.5,1.56
2006/4/26,73.49306545,82.46211976,1155.726,2,4.5,2.1574
2006/4/27,79.81863898,85.84187659,1155.268,2,4.5,1.5026
2006/4/28,80.22245774,88.21012654,1172.347,2,4.5,3.3201
2006/5/8,80.69475306,90.58809769,1218.445,2,4.5,5.9496
2006/5/9,87.14966616,92.95982905,1251.611,2,4.5,9.2338
2006/5/10,93.39413717,92.77569789,1265.933,2,4.5,10.4453
2006/5/11,93.77160645,90.36830771,1255.035,2,4.5,8.3763
2006/5/12,94.02813869,88.03721201,1296.257,2,4.5,11.7004
2006/5/15,94.4902846,86.5429099,1352.155,2,4.5,14.5343
2006/5/16,94.92514121,83.82338369,1331.127,2,4.5,9.0471
2006/5/17,86.04487923,80.08907039,1335.523,2,4.5,6.6553
2006/5/18,78.94979609,77.12971346,1331.201,2,4.5,5.1874
2006/5/19,79.78503222,75.32313953,1366.097,2,4.5,8.6697
2006/5/22,85.06232606,73.33034711,1373.674,2,4.5,5.9398
2006/5/23,78.17312733,70.41349824,1317.654,2,4.5,-2.4506
2006/5/24,72.51926144,67.53089958,1308.242,2,4.5,-1.6098
2006/5/25,68.2887376,65.61545268,1307.697,2,4.5,-1.9817
2006/5/26,68.11035252,64.34945568,1331.02,2,4.5,0.1254
2006/5/29,67.82827771,61.62947012,1366.292,2,4.5,0.154
2006/5/30,67.56123282,60.22164695,1378.756,2,4.5,0.5117
2006/5/31,60.8775354,58.84701175,1365.451,2,4.5,3.6248
2006/6/1,61.02658001,57.31080856,1402.879,2,4.5,7.0802
2006/6/2,60.69275563,54.4776767,1390.116,2,4.5,6.2121
2006/6/5,51.79043915,52.06921262,1403.163,2,4.5,5.3672
2006/6/6,59.38133871,52.15491567,1399.142,2,4.5,2.4306
2006/6/7,59.31342158,51.05426301,1320.233,2,4.5,-4.1215
2006/6/8,51.66031626,49.78717274,1325.979,2,4.5,-2.7213
2006/6/9,44.02778887,49.55865946,1294.185,2,4.5,-7.8602
2006/6/12,46.24197118,50.37579413,1297.67,2,4.5,-6.6811
2006/6/13,52.30465742,51.97217388,1298.276,2,4.5,-7.573
2006/6/14,52.77742276,51.20905126,1283.88,2,4.5,-8.3953
2006/6/15,51.71087997,48.74370268,1285.385,2,4.5,-2.6383
2006/6/16,50.28923657,46.89816146,1318.01,2,4.5,-0.5353
2006/6/19,48.93059687,44.85574352,1334.893,2,4.5,3.1434
2006/6/20,55.82024973,44.53078878,1338.223,2,4.5,3.1236
2006/6/21,47.72592168,43.43163289,1333.532,2,4.5,2.7264
2006/6/22,37.98533127,45.36814234,1331.553,2,4.5,3.6869
2006/6/23,40.63763264,50.16259411,1339.446,2,4.5,4.1625
2006/6/26,38.03472891,54.68885545,1363.413,2,4.5,3.4136
2006/6/27,46.98086843,60.89461604,1363.896,2,4.5,2.1681
2006/6/28,49.22531442,64.45185537,1362.885,2,4.5,1.8445
2006/6/29,59.34497836,67.70816994,1395.124,2,4.5,4.5605
2006/6/30,66.75204189,69.33414533,1393.963,2,4.5,4.6257
2006/7/3,67.79520069,68.71013787,1420.328,2,4.5,5.9243
2006/7/4,75.26929245,69.03579409,1411.013,2,4.5,3.4792
2006/7/5,68.32430442,69.14605792,1393.009,2,4.5,2.1678
2006/7/6,68.76320185,69.7983867,1418.675,2,4.5,4.0844
2006/7/7,69.10083068,69.32310147,1410.429,2,4.5,1.1377
2006/7/10,63.00799716,68.76627097,1412.124,2,4.5,1.3411
2006/7/11,69.74913796,70.06053742,1418.575,2,4.5,-0.0935
2006/7/12,75.93087543,69.17138177,1419.199,2,4.5,0.6063
2006/7/13,72.23827709,66.30965113,1346.088,2,4.5,-3.2693
2006/7/14,65.91149047,63.75634616,1357.129,2,4.5,-4.2916
2006/7/17,65.75984774,61.0252377,1372.254,2,4.5,-2.5959
2006/7/18,70.77359583,59.49601127,1373.416,2,4.5,-2.6314
2006/7/19,64.41420406,56.87133128,1336.644,2,4.5,-5.7656
2006/7/20,58.76049162,54.02350619,1345.194,2,4.5,-5.1699
2006/7/21,56.91844724,52.27466407,1356.033,2,4.5,0.7875
2006/7/24,49.52483972,49.64022827,1358.122,2,4.5,0.1214
2006/7/25,56.58448914,46.79737081,1374.17,2,4.5,0.1885
2006/7/26,55.02551591,43.35767997,1371.295,2,4.5,-0.1054
2006/7/27,47.32725349,40.60659363,1355.545,2,4.5,1.4235
2006/7/28,48.2674389,37.88698087,1341.393,2,4.5,-0.2602
2006/7/31,41.11183246,33.75389321,1294.328,2,4.5,-4.5747
2006/8/1,32.46769496,31.8539276,1282.057,2,4.5,-5.6769
2006/8/2,35.94634408,32.31983402,1275.088,2,4.5,-7.4021
2006/8/3,38.51899789,32.03638533,1271.744,2,4.5,-7.4552
2006/8/4,31.00957693,32.45908399,1241.908,2,4.5,-8.6528
2006/8/7,23.46891294,32.73879135,1224.102,2,4.5,-9.0426
2006/8/8,29.71203877,33.94591559,1252.386,2,4.5,-3.2233
2006/8/9,35.26313351,35.69206173,1251.298,2,4.5,-2.3621
2006/8/10,34.24565197,36.7276486,1271.473,2,4.5,-0.2062
2006/8/11,41.05518981,38.212463,1275.654,2,4.5,0.3849
2006/8/14,32.68782111,38.65468652,1245.721,2,4.5,0.3845
2006/8/15,30.71165836,41.84720459,1265.863,2,4.5,3.4352
2006/8/16,40.18891562,46.57073402,1283.567,2,4.5,2.5232
2006/8/17,41.47665472,49.73974769,1271.627,2,4.5,1.6799
2006/8/18,43.15453838,53.90171991,1267.866,2,4.5,-0.2282
2006/8/21,43.70853094,58.09223043,1270.562,2,4.5,-0.3444
2006/8/22,51.84292955,62.61142058,1285.268,2,4.5,3.1595
2006/8/23,59.05283492,64.46354829,1285.68,2,4.5,1.5747
2006/8/24,59.20299766,65.31885513,1292.401,2,4.5,0.6989
2006/8/25,66.44848803,65.77781094,1295.437,2,4.5,1.864
2006/8/28,68.29760148,65.20138268,1325.894,2,4.5,4.5109
2006/8/29,70.82367182,64.47040776,1330.155,2,4.5,4.6197
2006/8/30,62.95569582,64.33161344,1334.671,2,4.5,3.8018
2006/8/31,64.18467595,65.17289171,1338.694,2,4.5,4.0711
2006/9/1,61.95673255,65.69779694,1318.099,2,4.5,2.0099
2006/9/4,62.98991846,66.67152159,1337.243,2,4.5,3.2274
2006/9/5,63.91175194,67.62649078,1340.682,2,4.5,1.1335
2006/9/6,69.99090591,67.79765914,1346.367,2,4.5,1.2361
2006/9/7,68.00336545,65.94033477,1328.377,2,4.5,-0.4396
2006/9/8,67.33410736,64.62411148,1332.153,2,4.5,-0.4567
2006/9/11,67.79908041,63.42940781,1338.755,2,4.5,1.5773
2006/9/12,68.71973362,63.25611566,1347.639,2,4.5,0.7885
2006/9/13,64.93876209,61.82340225,1338.386,2,4.5,-0.1553
2006/9/14,58.84695967,62.20664115,1338.278,2,4.5,-0.5874
2006/9/15,60.10602575,62.40909631,1362.322,2,4.5,2.5454
2006/9/18,60.16588532,61.2266499,1375.563,2,4.5,3.233
2006/9/19,66.7593275,59.04898408,1378.309,2,4.5,2.937
2006/9/20,60.12345313,56.68690707,1378.459,2,4.5,2.2843
2006/9/21,67.23819553,56.32606782,1387.37,2,4.5,3.6173
2006/9/22,60.0616906,54.92131165,1374.852,2,4.5,2.7231
2006/9/25,53.01134729,54.96848466,1372.399,2,4.5,0.7481
2006/9/26,47.09989039,57.71689096,1357.646,2,4.5,-1.2988
2006/9/27,52.58686546,61.11869282,1371.117,2,4.5,-0.5062
2006/9/28,57.95841763,62.01679375,1387.002,2,4.5,0.6414
2006/9/29,58.80965854,60.7550684,1403.265,2,4.5,1.1675
2006/10/9,60.34472867,58.18382459,1436.074,2,4.5,4.4078
2006/10/10,69.50178506,55.32953283,1437.245,2,4.5,4.6677
2006/10/11,67.51070157,50.9245985,1435.906,2,4.5,5.6495
2006/10/12,57.97547106,47.95726706,1426.5,2,4.5,4.0022
2006/10/13,50.38806549,47.66668296,1430.882,2,4.5,3.1509
2006/10/16,43.38219571,48.40443323,1418.517,2,4.5,1.1142
2006/10/17,43.21897806,50.48421599,1414.448,2,4.5,-1.5106
2006/10/18,43.07217908,52.79632161,1437.593,2,4.5,0.0442
2006/10/19,49.70671294,55.33950188,1439.377,2,4.5,0.2615
2006/10/20,56.23196649,55.28375942,1440.182,2,4.5,0.9725
2006/10/23,54.81456709,52.6865528,1408.715,2,4.5,-1.5196
2006/10/24,55.86089225,51.6881606,1440.054,2,4.5,1.5693
2006/10/25,57.09161183,52.01753663,1446.825,2,4.5,2.3263
2006/10/26,58.33126068,53.43378141,1456.095,2,4.5,1.3307
2006/10/27,49.37225818,55.82470627,1439.05,2,4.5,0.036
2006/10/30,40.64872673,60.72895619,1446.239,2,4.5,0.4797
2006/10/31,48.82421389,67.23556447,1464.473,2,4.5,3.9254
2006/11/1,57.83714843,71.43183875,1479.409,2,4.5,2.7206
2006/11/2,65.58908056,74.20333321,1479.656,2,4.5,2.2671
2006/11/3,72.67680983,75.04095418,1488.291,2,4.5,2.21
2006/11/6,78.7977577,73.56582853,1507.891,2,4.5,4.6975
2006/11/7,79.68837639,70.0210609,1516.104,2,4.5,4.7426
2006/11/8,74.00185961,66.37924621,1498.173,2,4.5,2.2991
2006/11/9,74.46611518,65.02779111,1524.714,2,4.5,3.0508
2006/11/10,70.61480639,64.68904671,1504.062,2,4.5,1.6796
2006/11/13,63.82605591,65.14870396,1475.779,2,4.5,-0.7844
2006/11/14,57.52915189,66.83750908,1493.776,2,4.5,-0.8818
2006/11/15,57.83748825,69.71259421,1534.762,2,4.5,1.3173
2006/11/16,65.89312902,72.64462278,1533.288,2,4.5,2.404
2006/11/17,72.43364881,72.952746,1562.084,2,4.5,2.5105
2006/11/20,73.37274991,72.23898318,1593.158,2,4.5,5.8543
2006/11/21,73.95888663,71.03638864,1612.249,2,4.5,8.933
2006/11/22,74.77966263,69.8614418,1624.028,2,4.5,8.4441
2006/11/23,75.42965969,69.90923575,1634.914,2,4.5,6.3706
2006/11/24,67.74186833,70.91172485,1636.58,2,4.5,6.5685
2006/11/27,68.15107189,74.13222841,1651.801,2,4.5,5.6204
2006/11/28,66.15718265,77.38578203,1644.014,2,4.5,3.1597
2006/11/29,66.90920561,79.2273615,1667.142,2,4.5,3.3682
2006/11/30,75.06642634,81.14995438,1714.358,2,4.5,5.4698
2006/12/1,81.44459429,80.43717258,1729.224,2,4.5,5.6666
2006/12/4,87.06488969,78.70501997,1780.736,2,4.5,8.5436
2006/12/5,87.67239358,76.07466461,1794.231,2,4.5,8.3714
2006/12/6,77.20665946,73.35149227,1779.411,2,4.5,8.0168
2006/12/7,78.44476292,73.323614,1775.714,2,4.5,6.4022
2006/12/8,70.78973556,73.1261172,1711.584,2,4.5,-0.0415
2006/12/11,71.05167862,75.13106919,1789.924,2,4.5,3.6684
2006/12/12,71.28275754,77.19266002,1802.788,2,4.5,1.4082
2006/12/13,71.33335951,79.22622578,1803.856,2,4.5,0.7096
2006/12/14,77.03938984,80.05647429,1836.143,2,4.5,3.3255
2006/12/15,77.25978213,78.88844981,1867.636,2,4.5,5.2485
2006/12/18,82.81944747,77.64474042,1916.108,2,4.5,11.4554
2006/12/19,83.4212236,76.96351248,1921.444,2,4.5,7.1569
2006/12/20,83.48415213,76.10017115,1936.547,2,4.5,7.2242
2006/12/21,76.31485054,76.55096671,1908.985,2,4.5,5.7417
2006/12/22,70.03124296,78.28583656,1895.644,2,4.5,3.2529
2006/12/25,69.79752578,81.22710493,1939.104,2,4.5,3.8303
2006/12/26,78.73207986,82.51431019,1938.238,2,4.5,1.1902
2006/12/27,78.24117561,82.50053373,1982.877,2,4.5,3.2148
2006/12/28,86.18892552,82.7264917,1979.933,2,4.5,2.2803
2006/12/29,86.72406962,81.74989016,2041.047,2,4.5,6.7903
2007/1/4,87.67885316,80.78588282,2067.092,2,4.5,8.7653
2007/1/5,77.52075739,78.43781691,2072.883,2,4.5,6.7529
2007/1/8,78.64942105,78.74191462,2131.556,2,4.5,9.6281
2007/1/9,79.59692344,79.64494497,2200.086,2,4.5,10.54
2007/1/10,80.32931632,79.03596005,2255.966,2,4.5,13.2284
2007/1/11,80.94002556,77.17949375,2231.629,2,4.5,9.0629
2007/1/12,73.5904577,75.39991993,2173.747,2,4.5,5.1931
2007/1/15,79.34534365,75.04683665,2287.342,2,4.5,10.1387
2007/1/16,84.06760314,73.91633582,2353.874,2,4.5,10.2169
2007/1/17,75.94301393,71.98308294,2308.931,2,4.5,5.0926
2007/1/18,69.19051847,71.36169619,2317.095,2,4.5,2.9063
2007/1/19,70.26258267,70.70970866,2396.093,2,4.5,7.3945
2007/1/22,71.47195805,69.96496601,2491.313,2,4.5,13.9622
2007/1/23,72.56233866,69.04012145,2508.13,2,4.5,9.4114
2007/1/24,72.46808585,66.76319038,2536.428,2,4.5,7.631
2007/1/25,72.21469342,64.54989725,2452.831,2,4.5,6.2444
2007/1/26,65.27859333,61.51776958,2512.922,2,4.5,8.3407
2007/1/29,65.79412678,58.77314373,2576.917,2,4.5,7.4779
2007/1/30,65.92289064,57.0723049,2551.884,2,4.5,2.5325
2007/1/31,58.90075228,56.45344044,2385.335,2,4.5,-4.669
2007/2/1,59.18832705,56.88868033,2395.172,2,4.5,-5.3849
2007/2/2,54.0219274,57.02052088,2298.003,2,4.5,-6.1459
2007/2/5,48.81083821,57.67807135,2271.797,2,4.5,-9.7362
2007/2/6,55.58909384,58.94601108,2316.04,2,4.5,-10.3353
2007/2/7,62.20970386,60.45101908,2369.787,2,4.5,-7.0433
2007/2/8,61.51219161,62.28801183,2410.601,2,4.5,1.2055
2007/2/9,59.97937035,64.21115546,2397.245,2,4.5,0.239
2007/2/12,57.96723023,66.38960004,2485.392,2,4.5,7.9729
2007/2/13,56.41847658,68.49419453,2522.63,2,4.5,10.6116
2007/2/14,64.61914188,70.59133483,2588.349,2,4.5,11.2693
2007/2/15,73.23166037,71.00763747,2668.633,2,4.5,12.0504
2007/2/16,73.05105339,70.80585379,2676.735,2,4.5,10.6317
2007/2/26,73.05003778,69.52100251,2707.676,2,4.5,12.3417
2007/2/27,70.59479719,68.15584091,2457.492,2,4.5,-0.5751
2007/2/28,69.00131838,67.20857939,2544.571,2,4.5,1.47
2007/3/1,67.11695769,66.55394187,2473.544,2,4.5,-3.9265
2007/3/2,72.02095831,66.32755597,2508.729,2,4.5,-5.6057
2007/3/5,65.34194572,64.28879011,2475.606,2,4.5,-7.2296
2007/3/6,64.85906814,63.39417718,2520.293,2,4.5,-6.5804
2007/3/7,64.91122807,61.37525674,2589.436,2,4.5,5.4029
2007/3/8,65.07349331,59.23361035,2627.63,2,4.5,3.3345
2007/3/9,65.75864229,55.73732119,2611.393,2,4.5,5.5079
2007/3/12,59.78836315,53.71028995,2616.172,2,4.5,4.2684
2007/3/13,59.97426813,53.99353198,2640.169,2,4.5,6.506
2007/3/14,52.74554547,55.61927631,2597.357,2,4.5,3.0793
2007/3/15,52.06134978,58.62036627,2645.546,2,4.5,2.1911
2007/3/16,44.09575832,61.59176858,2604.226,2,4.5,-0.8458
2007/3/19,53.59645484,66.04415639,2659.413,2,4.5,1.8912
2007/3/20,61.48781534,69.04509967,2672.771,2,4.5,2.2105
2007/3/21,69.72873411,69.14358047,2702.597,2,4.5,2.4091
2007/3/22,70.75208524,68.11943195,2711.322,2,4.5,4.3535
2007/3/23,69.88976362,66.87873889,2716.266,2,4.5,2.6805
2007/3/26,70.81008518,65.83028803,2764.034,2,4.5,6.001
2007/3/27,71.60211457,65.72360668,2784.023,2,4.5,4.6051
2007/3/28,62.07870014,65.5702372,2797.649,2,4.5,4.5922
2007/3/29,63.58384299,68.12143407,2783.305,2,4.5,2.9636
2007/3/30,63.30792683,70.47074722,2781.784,2,4.5,2.5862
2007/4/2,63.59905847,72.99668961,2850.107,2,4.5,4.86
2007/4/3,70.16999708,75.61936008,2888.115,2,4.5,4.435
2007/4/4,70.68189771,77.23680094,2911.821,2,4.5,4.5326
2007/4/5,77.38588135,79.80925381,2945.045,2,4.5,5.1842
2007/4/6,77.67972185,81.33555278,2972.008,2,4.5,6.6124
2007/4/9,78.46358123,82.84955673,3038.172,2,4.5,8.8932
2007/4/10,79.33508128,85.65037762,3081.568,2,4.5,7.8655
2007/4/11,79.87464222,88.31337411,3121.319,2,4.5,7.8219
2007/4/12,86.11661496,90.11463459,3176.437,2,4.5,8.767
2007/4/13,86.54367517,90.9183096,3169.233,2,4.5,7.3992
2007/4/16,86.76374555,91.70570819,3255.998,2,4.5,9.2214
2007/4/17,95.26850656,92.51527522,3283.604,2,4.5,7.8431
2007/4/18,95.31306023,90.66640033,3304.501,2,4.5,7.0511
2007/4/19,90.68220505,88.83391911,3150.303,2,4.5,1.0948
2007/4/20,90.93866505,86.7474603,3289.282,2,4.5,3.7405
2007/4/23,91.26806668,84.63858556,3431.318,2,4.5,8.2854
2007/4/24,91.62114775,82.53446468,3445.196,2,4.5,5.9522
2007/4/25,84.17525722,78.77024011,3448.281,2,4.5,5.1938
2007/4/26,84.31817289,76.35980191,3493.581,2,4.5,5.8711
2007/4/27,78.16345221,72.88031929,3470.523,2,4.5,9.8774
2007/4/30,78.28541659,70.4210167,3558.709,2,4.5,8.0068
2007/5/8,78.64334141,66.81620823,3686.03,2,4.5,7.2664
2007/5/9,69.03580034,64.30488376,3701.277,2,4.5,7.2755
2007/5/10,69.71262805,63.43392679,3724.51,2,4.5,7.8137
2007/5/11,63.44127714,62.37381377,3702.612,2,4.5,5.9121
2007/5/14,63.40763665,61.0682675,3734.42,2,4.5,7.4312
2007/5/15,56.65656582,61.03803006,3604.636,2,4.5,1.4149
2007/5/16,63.57539457,62.26601145,3700.287,2,4.5,0.4908
2007/5/17,63.81005848,63.41552736,3778.605,2,4.5,2.1937
2007/5/18,63.35194993,64.56682842,3776.629,2,4.5,1.5137
2007/5/21,55.60799957,65.85952591,3831.443,2,4.5,3.553
2007/5/22,63.22621199,70.00818014,3870.489,2,4.5,3.713
2007/5/23,64.02445419,71.33713765,3938.945,2,4.5,8.957
2007/5/24,70.47249001,72.19353845,3919.748,2,4.5,5.816
2007/5/25,70.71786482,70.73714498,3985.252,2,4.5,5.3706
2007/5/28,71.10813489,69.2663917,4072.578,2,4.5,7.6141
2007/5/29,80.49992497,66.6742691,4168.289,2,4.5,8.5128
2007/5/30,71.19995699,62.53041988,3886.459,2,4.5,0.7324
2007/5/31,69.16285902,59.99127083,3927.952,2,4.5,0.0313
2007/6/1,61.7341292,58.81803273,3803.954,2,4.5,-2.6381
2007/6/4,61.89334513,58.80785975,3511.431,2,4.5,-11.9992
2007/6/5,55.55539927,58.78132124,3634.633,2,4.5,-10.6818
2007/6/6,55.63682969,59.81554804,3677.58,2,4.5,-11.8503
2007/6/7,55.96506266,59.7822749,3802.304,2,4.5,-1.6975
2007/6/8,62.12343041,59.44956828,3837.867,2,4.5,-1.8298
2007/6/11,61.67309137,57.95219569,3931.862,2,4.5,3.7761
2007/6/12,61.73411402,57.92118681,4036.109,2,4.5,14.1174
2007/6/13,61.76076008,58.12514582,4118.268,2,4.5,12.6444
2007/6/14,55.43719087,58.6525714,4075.821,2,4.5,10.4321
2007/6/15,53.9688229,60.23914375,4099.381,2,4.5,7.6186
2007/6/18,53.13919491,62.34302473,4227.569,2,4.5,9.8103
2007/6/19,61.48703807,63.64160416,4253,2,4.5,7.9628
2007/6/20,62.95786807,63.4185067,4157.599,2,4.5,3.0684
2007/6/21,64.92531355,61.88034544,4197.28,2,4.5,1.9872
2007/6/22,64.956625,58.94660586,4051.426,2,4.5,-0.4571
2007/6/25,66.59210878,54.84325885,3877.59,2,4.5,-5.3258
2007/6/26,60.93067151,49.78099902,3928.213,2,4.5,-7.1473
2007/6/27,60.14845328,45.99842627,4040.484,2,4.5,-4.8908
2007/6/28,53.72890049,41.27636354,3858.522,2,4.5,-7.1512
2007/6/29,47.32287608,37.01673843,3764.078,2,4.5,-10.5533
2007/7/2,40.33654297,33.31777104,3757.655,2,4.5,-7.2489
2007/7/3,36.2185498,32.0551103,3832.227,2,4.5,-0.9737
2007/7/4,38.23523501,31.81299717,3743.582,2,4.5,-4.5923
2007/7/5,31.81607691,32.392289,3537.435,2,4.5,-12.9571
2007/7/6,28.17114983,34.51090083,3710.283,2,4.5,-3.5673
2007/7/9,25.12907173,37.58684,3821.302,2,4.5,1.8726
2007/7/10,32.76057851,40.63592755,3775.621,2,4.5,0.8478
2007/7/11,34.76587102,44.00453314,3789.874,2,4.5,-0.7592
2007/7/12,41.71098603,47.48663115,3816.921,2,4.5,2.2676
2007/7/13,44.52774786,51.35356535,3820.124,2,4.5,7.8582
2007/7/16,46.62678483,55.18740773,3697.966,2,4.5,-0.2258
2007/7/17,43.42359703,60.00834039,3789.651,2,4.5,-0.7387
2007/7/18,52.97221206,66.53395451,3807.574,2,4.5,0.9296
2007/7/19,55.65845908,71.56913422,3806.997,2,4.5,0.5369
2007/7/20,64.91259124,74.56527594,3971.884,2,4.5,4.1544
2007/7/23,67.53080211,76.21959885,4156.723,2,4.5,8.7242
2007/7/24,75.55238083,78.37262237,4161.352,2,4.5,12.0333
2007/7/25,82.57728175,77.68370054,4255.463,2,4.5,11.8155
2007/7/26,83.18329029,76.54639191,4303.185,2,4.5,12.464
2007/7/27,73.63530943,76.0681748,4307.143,2,4.5,12.5712
2007/7/30,74.8385287,77.3738762,4410.297,2,4.5,10.635
2007/7/31,80.44894322,78.64036744,4460.564,2,4.5,7.1211
2007/8/1,71.41884983,78.0583027,4290.477,2,4.5,3.1966
2007/8/2,75.75342996,79.0848259,4436.192,2,4.5,4.3313
2007/8/3,80.31398767,78.12192545,4598.379,2,4.5,6.8659
2007/8/6,81.46951779,76.49041224,4703.984,2,4.5,9.0705
2007/8/7,82.43747618,74.68564893,4724.547,2,4.5,7.1126
2007/8/8,76.95655479,72.74236947,4668.087,2,4.5,4.7778
2007/8/9,77.57798898,71.65919954,4777.286,2,4.5,10.9302
2007/8/10,69.97602731,69.39505911,4726.683,2,4.5,6.4748
2007/8/13,70.52490836,68.41307719,4721.192,2,4.5,2.7026
2007/8/14,70.64093793,68.57177473,4795.568,2,4.5,1.9814
2007/8/15,70.77779947,68.80269041,4798.75,2,4.5,1.6107
2007/8/16,70.45753517,69.00236857,4721.942,2,4.5,1.2051
2007/8/17,63.99314642,69.2816655,4626.583,2,4.5,-3.1537
2007/8/20,64.08413581,70.67441858,4885.427,2,4.5,3.5002
2007/8/21,71.47709358,72.10875307,4972.711,2,4.5,5.403
2007/8/22,72.02643201,71.07000312,5051.688,2,4.5,5.4158
2007/8/23,71.97586841,71.12610581,5135.93,2,4.5,7.017
2007/8/24,72.13331678,71.14145712,5217.581,2,4.5,10.2074
2007/8/27,72.34966489,71.27374638,5243.147,2,4.5,12.7169
2007/8/28,72.69014273,70.09834932,5251.77,2,4.5,7.2867
2007/8/29,65.24459391,68.76460252,5171.822,2,4.5,3.9778
2007/8/30,72.36304811,69.69812522,5241.228,2,4.5,3.7316
2007/8/31,72.06797629,68.22815475,5296.813,2,4.5,3.1245
2007/9/3,72.92705233,65.71066745,5419.169,2,4.5,3.8447
2007/9/4,65.29728257,61.92158992,5360.333,2,4.5,2.269
2007/9/5,64.6876619,58.3671241,5363.251,2,4.5,2.1589
2007/9/6,70.84573013,54.79597765,5412.037,2,4.5,4.5908
2007/9/7,63.54322526,49.99686374,5294.795,2,4.5,1.0825
2007/9/10,56.96305253,47.65819351,5377.222,2,4.5,1.5788
2007/9/11,50.19258711,47.65986138,5124.092,2,4.5,-5.4386
2007/9/12,43.97048766,47.73440424,5202.856,2,4.5,-2.8158
