时间,MFI,MFI六日平均,收盘价,买入,卖出,累计涨幅
2018/8/23,43.50507856,49.44915137,3320.025,2,4.5,0.8853
2018/8/24,50.44465185,49.41542101,3325.334,2,4.5,1.5084
2018/8/27,50.63763586,48.190915,3406.573,2,4.5,5.389
2018/8/28,58.43553027,48.0846621,3400.17,2,4.5,4.0358
2018/8/29,50.40969345,46.77530141,3386.573,2,4.5,1.8179
2018/8/30,43.26231823,46.84369578,3351.094,2,4.5,1.3323
2018/8/31,43.3026964,49.25393367,3334.503,2,4.5,0.4723
2018/9/3,43.09761581,50.46773608,3321.824,2,4.5,-0.0678
2018/9/4,50.00011847,50.77659745,3363.898,2,4.5,-1.2442
2018/9/5,50.57936609,48.92585611,3298.141,2,4.5,-3.011
2018/9/6,50.82005969,46.99523267,3262.88,2,4.5,-3.6802
2018/9/7,57.72374558,44.60705084,3277.643,2,4.5,-2.1801
2018/9/10,50.58551087,39.7944832,3230.068,2,4.5,-3.1365
2018/9/11,44.95078401,37.46640902,3224.211,2,4.5,-2.9376
2018/9/12,38.89567042,37.58291613,3202.024,2,4.5,-4.8923
2018/9/13,38.99562545,40.01672723,3236.566,2,4.5,-1.8588
2018/9/14,36.49096872,43.97915554,3242.09,2,4.5,-0.619
2018/9/17,28.84833975,48.37664913,3204.922,2,4.5,-2.2179
2018/9/18,36.61706575,55.3537917,3269.431,2,4.5,1.2464
2018/9/19,45.64982668,60.91437106,3312.482,2,4.5,2.7445
2018/9/20,53.49853699,65.08877548,3310.125,2,4.5,3.3615
2018/9/21,62.77019537,67.55459806,3410.485,2,4.5,5.3147
2018/9/25,62.87593022,68.37406738,3379.804,2,4.5,4.2444
2018/9/26,70.71119521,69.0584854,3417.241,2,4.5,6.4985
2018/9/27,69.98054189,66.95912333,3403.59,2,4.5,4.0862
2018/9/28,70.6962532,65.19430923,3438.864,2,4.5,3.8058
2018/10/8,68.29347251,63.17918528,3290.898,2,4.5,-0.4259
2018/10/9,67.68701126,60.60594861,3288.69,2,4.5,-3.5249
2018/10/10,66.9824383,56.96422992,3281.597,2,4.5,-2.841
2018/10/11,58.11502281,52.47486004,3124.113,2,4.5,-8.7477
2018/10/12,59.39165729,49.30205403,3170.726,2,4.5,-6.8562
2018/10/15,58.6055095,46.52915047,3126.451,2,4.5,-9.289
2018/10/16,52.85405247,42.45062336,3100.973,2,4.5,-5.8011
2018/10/17,45.83669916,39.17036296,3118.246,2,4.5,-5.177
2018/10/18,40.04621901,35.84837625,3044.391,2,4.5,-7.3298
2018/10/19,39.07818673,34.77144318,3134.945,2,4.5,0.4436
2018/10/22,42.75423597,33.77056973,3270.273,2,4.5,3.2683
2018/10/23,34.13434685,33.33092218,3183.425,2,4.5,2.009
2018/10/24,33.17249004,35.70302167,3188.201,2,4.5,2.9739
2018/10/25,25.9047789,38.45056512,3194.308,2,4.5,2.6084
2018/10/26,33.58462061,43.66820963,3173.635,2,4.5,4.3297
2018/10/29,33.07294602,47.32982203,3076.888,2,4.5,-1.6931
2018/10/30,40.11635064,51.01589989,3110.26,2,4.5,-4.9252
2018/10/31,48.3669438,53.39874947,3153.823,2,4.5,-0.8689
2018/11/1,49.65775073,53.48885215,3177.033,2,4.5,-0.283
2018/11/2,57.21064599,52.05994555,3290.245,2,4.5,3.0889
2018/11/5,55.55429502,50.53552721,3262.835,2,4.5,2.903
2018/11/6,55.18941314,50.63961719,3243.15,2,4.5,5.3481
2018/11/7,54.41344815,50.75014416,3221.91,2,4.5,3.6086
2018/11/8,48.90755987,50.98358513,3212.773,2,4.5,1.9244
2018/11/9,41.08431114,53.30561039,3167.444,2,4.5,-0.2224
2018/11/12,48.06413595,56.957198,3205.14,2,4.5,-2.5957
2018/11/13,56.1788349,58.2429072,3237.382,2,4.5,-0.7567
2018/11/14,55.85257496,56.98566998,3204.942,2,4.5,-1.1554
2018/11/15,55.81409398,55.21943436,3242.371,2,4.5,0.6673
2018/11/16,62.83971139,53.61485516,3257.673,2,4.5,1.4228
2018/11/19,62.99383681,50.99209767,3294.603,2,4.5,3.9673
2018/11/20,55.77839118,48.57579354,3218.407,2,4.5,0.4645
2018/11/21,48.63541157,48.33589611,3226.491,2,4.5,-0.2902
2018/11/22,45.25516123,49.31568691,3214.427,2,4.5,0.3379
2018/11/23,46.18661876,50.75316984,3143.475,2,4.5,-3.0372
2018/11/26,47.1031665,52.01327018,3141.243,2,4.5,-3.5801
2018/11/27,48.49601199,54.45776498,3137.241,2,4.5,-4.8411
2018/11/28,54.33900662,55.48948158,3178.932,2,4.5,-1.1995
2018/11/29,54.51415635,54.1051349,3137.654,2,4.5,-2.7492
2018/11/30,53.88005881,51.3390391,3172.69,2,4.5,-1.2587
2018/12/3,53.74722081,48.97045522,3260.95,2,4.5,3.7305
2018/12/4,61.77013529,47.69803089,3267.709,2,4.5,4.0088
2018/12/5,54.68631159,44.97508911,3252.004,2,4.5,3.6556
2018/12/6,46.03292651,44.88287605,3181.673,2,4.5,0.164
2018/12/7,37.91758157,46.01071135,3181.564,2,4.5,1.4591
2018/12/10,39.66855557,48.39698419,3144.763,2,4.5,-0.8142
2018/12/11,46.11267482,49.39186315,3159.815,2,4.5,-3.1174
2018/12/12,45.4324846,49.50658685,3170.609,2,4.5,-2.9831
2018/12/13,54.13303325,48.59415749,3219.692,2,4.5,-0.9544
2018/12/14,52.7999383,44.42284927,3165.91,2,4.5,-0.4621
2018/12/17,52.23521858,39.15535336,3161.196,2,4.5,-0.6076
2018/12/18,45.63782933,33.99494861,3128.426,2,4.5,-0.4875
2018/12/19,46.80101706,31.00041114,3091.125,2,4.5,-2.1585
2018/12/20,39.9579084,29.0706991,3067.416,2,4.5,-3.2671
2018/12/21,29.10518397,28.254079,3029.395,2,4.5,-6.0547
2018/12/24,21.19496282,23.40321501,3038.198,2,4.5,-4.0937
2018/12/25,21.2727901,19.8707212,3017.281,2,4.5,-4.6333
2018/12/26,27.67060449,16.32525619,3002.032,2,4.5,-4.1021
2018/12/27,35.2227448,11.71348877,2990.505,2,4.5,-3.2938
2018/12/28,35.05818783,5.843031305,3010.653,2,4.5,-1.8531
