时间,MFI原始,MFI六日平均,收盘价,累计涨幅,MFI,买入,卖出
2008/11/7,39.57571672,53.01397364,1677.827,-1.0208,2.650698682,2,4.5
2008/11/10,42.29330526,59.60707928,1801.665,8.3626,2.980353964,2,4.5
2008/11/11,52.34461739,63.81504305,1781.361,7.8438,3.190752153,2,4.5
2008/11/12,51.58325883,66.67132692,1801.823,10.5518,3.333566346,2,4.5
2008/11/13,61.61327345,70.52394629,1874.082,10.6511,3.526197315,2,4.5
2008/11/14,70.67367017,71.84751607,1943.654,16.8255,3.592375803,2,4.5
2008/11/17,79.13435061,71.31575187,1987.225,17.3669,3.565787594,2,4.5
2008/11/18,67.54108788,68.64602233,1839.819,2.5683,3.432301116,2,4.5
2008/11/19,69.48232056,68.49789115,1953.163,9.8559,3.424894557,2,4.5
2008/11/20,74.69897508,68.36367384,1932.428,7.6456,3.418183692,2,4.5
2008/11/21,69.55469211,66.46723249,1920.735,3.0302,3.323361624,2,4.5
2008/11/24,67.48308499,65.33086476,1837.642,-5.0082,3.266543238,2,4.5
2008/11/25,63.11597335,65.35295979,1834.294,-7.4321,3.26764799,2,4.5
2008/11/26,66.6523008,66.13313392,1843.495,0.4872,3.306656696,2,4.5
2008/11/27,68.67701672,66.49812282,1870.473,-4.21,3.324906141,2,4.5
2008/11/28,63.32032696,65.18104323,1829.924,-5.3162,3.259052161,2,4.5
2008/12/1,62.73648572,66.43932292,1864.205,-2.8377,3.321966146,2,4.5
2008/12/2,67.61565519,66.2926403,1868.631,1.7258,3.314632015,2,4.5
2008/12/3,67.7970181,65.36801731,1952.668,6.4052,3.268400865,2,4.5
2008/12/4,68.84223425,64.44673589,1982.928,7.4533,3.222336795,2,4.5
2008/12/5,60.77453915,63.15404685,2013.175,7.5153,3.157702342,2,4.5
2008/12/8,70.87000508,63.103606,2095.036,13.7494,3.1551803,2,4.5
2008/12/9,61.85639001,60.64822722,2040.847,9.2895,3.032411361,2,4.5
2008/12/10,62.06791726,59.51678219,2096.393,11.7738,2.97583911,2,4.5
2008/12/11,62.26932961,59.20394399,2046.337,4.8889,2.9601972,2,4.5
2008/12/12,61.08609999,58.98676863,1960.38,-0.8613,2.949338432,2,4.5
2008/12/15,60.47189404,58.09146709,1975.034,-1.6392,2.904573355,2,4.5
2008/12/16,56.13773241,56.14555645,1994.45,-4.7224,2.807277822,2,4.5
2008/12/17,55.06771983,53.48860088,2001.42,-1.7864,2.674430044,2,4.5
2008/12/18,60.19088806,51.28120436,2045.102,-2.3255,2.564060218,2,4.5
2008/12/19,60.96627747,46.64767294,2052.114,0.4051,2.332383647,2,4.5
2008/12/22,55.71429072,42.32153832,2017.549,2.9212,2.116076916,2,4.5
2008/12/23,48.79643019,37.28886943,1918.955,-2.7131,1.864443472,2,4.5
2008/12/24,40.19599902,33.68335404,1887.075,-5.3575,1.684167702,2,4.5
2008/12/25,41.8233407,32.81113667,1870.765,-6.5713,1.640556834,2,4.5
2008/12/26,32.38969956,33.20205202,1862.096,-9.2173,1.660102601,2,4.5
2008/12/29,35.00946971,36.46589389,1854.757,-9.9543,1.823294694,2,4.5
2008/12/30,25.51827743,37.94259297,1833.435,-9.4195,1.897129649,2,4.5
2008/12/31,27.16333785,40.80410566,1817.722,-5.3897,2.040205283,2,4.5
2009/1/5,34.96269478,43.20197729,1882.959,-0.1395,2.160098865,2,4.5
2009/1/6,44.16883277,44.37079011,1942.795,3.9026,2.218539506,2,4.5
2009/1/7,51.97275077,45.55975274,1931.178,3.768,2.277987637,2,4.5
2009/1/8,43.86966422,46.91524371,1887.991,1.9258,2.345762185,2,4.5
2009/1/9,42.68735358,51.01299593,1918.365,4.6842,2.550649796,2,4.5
2009/1/12,41.55056763,56.33735953,1920.687,5.6622,2.816867977,2,4.5
2009/1/13,41.9755717,61.53396427,1876.185,-0.2437,3.076698213,2,4.5
2009/1/14,51.30260852,67.51952812,1955.244,0.7923,3.375976406,2,4.5
2009/1/15,60.10569658,72.70030057,1954.874,1.3714,3.635015028,2,4.5
2009/1/16,68.45617755,76.45963721,1990.214,5.4155,3.82298186,2,4.5
2009/1/19,74.6335352,78.77494803,2012.465,4.9247,3.938747402,2,4.5
2009/1/20,72.73019605,80.17195444,2025.19,5.436,4.008597722,2,4.5
2009/1/21,77.88895484,82.94731506,2021.71,7.5812,4.147365753,2,4.5
2009/1/22,82.38724318,84.99972955,2044.551,4.4972,4.249986477,2,4.5
2009/1/23,82.66171642,86.40074099,2032.682,3.9356,4.32003705,2,4.5
2009/2/2,82.3480425,88.54221524,2057.063,3.3272,4.427110762,2,4.5
2009/2/3,83.01557368,90.78127413,2108.91,4.7296,4.539063707,2,4.5
2009/2/4,89.38235974,92.95786037,2166.414,6.824,4.647893019,2,4.5
2009/2/5,90.20344179,92.45767305,2150.971,6.283,4.622883652,2,4.5
2009/2/6,90.79331185,91.94794799,2237.28,9.1658,4.5973974,2,4.5
2009/2/9,95.5105619,92.06487917,2296.672,12.401,4.603243959,2,4.5
2009/2/10,95.78239584,89.84107355,2326.755,12.5115,4.492053678,2,4.5
2009/2/11,96.07509112,86.46158429,2331.138,10.1795,4.323079214,2,4.5
2009/2/12,86.38123579,82.19382291,2318.343,6.9039,4.109691146,2,4.5
2009/2/13,87.14509143,79.66602043,2399.065,11.0986,3.983301021,2,4.5
2009/2/16,91.49489895,77.10686308,2462.245,9.7195,3.855343154,2,4.5
2009/2/17,82.16772817,72.66492832,2385.293,3.9395,3.633246416,2,4.5
2009/2/18,75.50546025,68.7306394,2275.843,-1.9589,3.43653197,2,4.5
2009/2/19,70.4685229,64.92785651,2298.412,-1.1556,3.246392826,2,4.5
2009/2/20,71.21442089,60.92509954,2344.32,1.3907,3.046254977,2,4.5
2009/2/23,71.79014736,56.4763624,2410.481,0.731,2.82381812,2,4.5
2009/2/24,64.84329038,50.72104849,2301.849,-6.4092,2.536052425,2,4.5
2009/2/25,58.56199462,47.36787345,2304.251,-3.1795,2.368393673,2,4.5
2009/2/26,52.68876292,44.98405389,2190.185,-3.5412,2.249202695,2,4.5
2009/2/27,46.45198109,42.0750658,2140.489,-6.8019,2.10375329,2,4.5
2009/3/2,44.52199801,40.48092051,2164.666,-7.6698,2.024046026,2,4.5
2009/3/3,37.25826394,39.4989997,2142.154,-11.532,1.974949985,2,4.5
2009/3/4,44.72424013,40.74222531,2285.149,-0.35,2.037111265,2,4.5
2009/3/5,44.25907726,39.76911837,2304.919,0.4108,1.988455919,2,4.5
2009/3/6,35.23483435,38.34462529,2286.576,4.5652,1.917231265,2,4.5
2009/3/9,36.88710937,39.58764532,2202.527,3.1584,1.979382266,2,4.5
2009/3/10,38.63047313,42.08459192,2240.782,3.7658,2.104229596,2,4.5
2009/3/11,44.71761761,45.84900461,2220.38,3.8953,2.29245023,2,4.5
2009/3/12,38.8855985,49.93785098,2215.7,-2.9908,2.496892549,2,4.5
2009/3/13,35.71211879,55.23869352,2205.422,-4.3199,2.761934676,2,4.5
2009/3/16,42.69295453,62.15391588,2241.614,-1.8831,3.107695794,2,4.5
2009/3/17,51.86878894,67.94198822,2322.403,5.3968,3.397099411,2,4.5
2009/3/18,61.21694926,70.69893106,2332.652,4.1012,3.534946553,2,4.5
2009/3/19,69.25069583,73.20094595,2382.564,7.1514,3.660047297,2,4.5
2009/3/20,70.69065379,75.64122864,2379.838,7.2478,3.782061432,2,4.5
2009/3/23,77.20345292,77.35005043,2439.395,10.2143,3.867502522,2,4.5
2009/3/24,77.42138859,76.80643829,2451.783,9.0811,3.840321915,2,4.5
2009/3/25,68.41044596,77.08891035,2401.327,3.4191,3.854445518,2,4.5
2009/3/26,76.2290386,79.09426333,2479.789,6.2452,3.954713167,2,4.5
2009/3/27,83.89239196,79.97679852,2498.931,4.8774,3.998839926,2,4.5
2009/3/30,80.94358456,78.62090562,2484.487,4.4138,3.931045281,2,4.5
2009/3/31,73.94178009,76.6811458,2507.789,2.8491,3.83405729,2,4.5
2009/4/1,79.11622094,75.02761596,2548.222,3.9536,3.751380798,2,4.5
2009/4/2,80.44256384,72.52499108,2576.4,7.1173,3.626249554,2,4.5
2009/4/3,81.52424974,69.93485232,2570.503,3.621,3.496742616,2,4.5
2009/4/7,75.75703456,67.19323386,2576.95,3.0999,3.359661693,2,4.5
2009/4/8,69.30502562,66.51557764,2479.348,-0.1096,3.325778882,2,4.5
2009/4/9,64.02060106,66.97680484,2517.669,0.4981,3.348840242,2,4.5
2009/4/10,64.10047168,67.10604104,2595.53,1.9784,3.355302052,2,4.5
2009/4/13,64.90173127,68.23366807,2656.518,3.2223,3.411683404,2,4.5
2009/4/14,65.07453897,69.07581939,2676.872,4.2174,3.45379097,2,4.5
2009/4/15,71.69109727,68.55681364,2686.99,4.3446,3.427840682,2,4.5
2009/4/16,72.07238881,65.818798,2687.106,8.1364,3.2909399,2,4.5
2009/4/17,64.79601822,62.76207104,2650.691,5.2356,3.138103552,2,4.5
2009/4/20,70.86623391,61.0119321,2707.667,4.2925,3.050596605,2,4.5
2009/4/21,69.95463918,58.4998871,2675.442,0.7527,2.924994355,2,4.5
2009/4/22,61.96050446,57.03676656,2576.281,-3.7198,2.851838328,2,4.5
2009/4/23,55.26300343,56.82914701,2593.564,-3.4269,2.841457351,2,4.5
2009/4/24,53.73202706,57.56801026,2572.888,-4.2284,2.878400513,2,4.5
2009/4/27,54.29518459,58.53305035,2513.292,-5.1895,2.926652518,2,4.5
2009/4/28,55.79396388,59.34415152,2518.531,-7.1305,2.967207576,2,4.5
2009/4/29,61.17591594,59.91752664,2605.37,-2.4924,2.995876332,2,4.5
2009/4/30,60.71478716,60.92316993,2622.926,1.8877,3.046158497,2,4.5
2009/5/4,59.69618294,60.53922569,2714.301,4.7005,3.026961284,2,4.5
2009/5/5,59.5222676,60.4454518,2727.014,5.9661,3.02227259,2,4.5
2009/5/6,59.16179157,61.86351319,2764.979,9.6746,3.09317566,2,4.5
2009/5/7,59.23421465,63.27346338,2767.076,9.5419,3.163673169,2,4.5
2009/5/8,67.20977566,64.65901609,2789.219,6.8941,3.232950804,2,4.5
2009/5/11,58.4111217,64.63213113,2725.316,3.9292,3.231606557,2,4.5
2009/5/12,59.13353962,66.93141875,2788.562,2.7662,3.346570938,2,4.5
2009/5/13,68.03063596,68.05028498,2814.005,3.2102,3.402514249,2,4.5
2009/5/14,67.62149266,66.65391352,2792.597,1.0572,3.332695676,2,4.5
2009/5/15,67.54753093,64.35615477,2796.116,1.1074,3.217807739,2,4.5
2009/5/18,67.04846593,60.96011657,2810.573,0.8242,3.048005828,2,4.5
2009/5/19,72.2068474,57.41101832,2840.084,4.1653,2.870550916,2,4.5
2009/5/20,65.84673697,52.59201659,2812.865,0.8862,2.62960083,2,4.5
2009/5/21,59.6524072,48.86787649,2750.01,-2.2608,2.443393824,2,4.5
2009/5/22,53.83494019,47.82367894,2740.677,-1.8394,2.391183947,2,4.5
2009/5/25,47.1713017,49.14233307,2752.716,-1.5261,2.457116654,2,4.5
2009/5/26,45.75387647,51.72238716,2719.764,-3.2402,2.586119358,2,4.5
2009/5/27,43.29283703,55.77472405,2759.712,-2.8214,2.788736202,2,4.5
2009/6/1,43.50189632,59.08556557,2858.342,1.7109,2.954278278,2,4.5
2009/6/2,53.38722195,62.18723166,2865.099,4.1819,3.109361583,2,4.5
2009/6/3,61.74686496,63.68606783,2939.387,7.1142,3.184303392,2,4.5
2009/6/4,62.65162622,63.76281042,2953.751,7.1636,3.188140521,2,4.5
2009/6/5,70.06789782,63.69569264,2939.306,7.8717,3.184784632,2,4.5
2009/6/8,63.15788614,63.21425006,2948.478,6.7149,3.160712503,2,4.5
2009/6/9,62.1118929,64.77690097,2960.556,3.5506,3.238845048,2,4.5
2009/6/10,62.38023895,66.55334024,2989.595,4.2951,3.327667012,2,4.5
2009/6/11,62.20732052,68.40725753,2961.629,0.7668,3.420362877,2,4.5
2009/6/12,62.24891953,70.29722904,2906.286,-1.5906,3.514861452,2,4.5
2009/6/15,67.17924232,72.19162939,2966.192,0.9597,3.60958147,2,4.5
2009/6/16,72.53379159,71.84540933,2961.22,0.4801,3.592270466,2,4.5
2009/6/17,72.77052855,70.54365099,3010.588,1.7377,3.52718255,2,4.5
2009/6/18,73.50374269,69.10900358,3057.428,2.3126,3.455450179,2,4.5
2009/6/19,73.54714953,68.69088774,3080.001,3.9863,3.434544387,2,4.5
2009/6/22,73.61532166,69.44477248,3082.563,5.9382,3.472238624,2,4.5
2009/6/23,65.10192194,70.15997364,3083.895,3.9201,3.507998682,2,4.5
2009/6/24,64.72324158,73.46842773,3120.73,5.2821,3.673421386,2,4.5
2009/6/25,64.16264409,77.90709284,3117.921,3.5249,3.895354642,2,4.5
2009/6/26,70.99504763,82.48489986,3128.421,2.3059,4.124244993,2,4.5
2009/6/29,78.07045797,86.00326136,3179.972,3.2154,4.300163068,2,4.5
2009/6/30,77.90652862,86.81074534,3166.474,2.7077,4.340537267,2,4.5
2009/7/1,84.95264646,86.33736075,3237.903,4.9203,4.316868038,2,4.5
2009/7/2,91.35523224,84.74866477,3282.359,5.0989,4.237433238,2,4.5
2009/7/3,91.62948621,82.12723544,3327.135,6.553,4.106361772,2,4.5
2009/7/6,92.10521666,79.4795492,3374.753,7.6474,3.97397746,2,4.5
2009/7/7,82.91536182,76.77719664,3340.493,4.9844,3.838859832,2,4.5
2009/7/8,75.06622111,75.77356025,3352.269,5.7614,3.788678012,2,4.5
2009/7/9,75.42047056,76.25091514,3396.304,4.8192,3.812545757,2,4.5
2009/7/10,75.62665628,75.56922066,3398.31,3.5053,3.778461033,2,4.5
2009/7/13,75.74336878,75.03593154,3361.011,1.0436,3.751796577,2,4.5
2009/7/14,75.89110127,73.24303618,3454.753,2.4015,3.662151809,2,4.5
2009/7/15,76.89354348,71.46951454,3493.305,4.5326,3.573475727,2,4.5
2009/7/16,77.93035049,69.60273478,3501.24,4.4072,3.480136739,2,4.5
2009/7/17,71.33030367,67.57520179,3519.809,3.624,3.37876009,2,4.5
2009/7/20,72.42692151,67.95645305,3591.123,5.591,3.397822652,2,4.5
2009/7/21,64.98599668,69.31908944,3539.832,5.2603,3.465954472,2,4.5
2009/7/22,65.24997143,70.43847791,3606.924,4.3665,3.521923895,2,4.5
2009/7/23,65.69286492,71.60589818,3651.969,4.4994,3.580294909,2,4.5
2009/7/24,65.76515255,73.66216342,3667.556,4.6991,3.683108171,2,4.5
2009/7/27,73.6178112,75.78555478,3743.626,6.2428,3.789277739,2,4.5
2009/7/28,80.60273988,76.63511366,3755.818,4.5424,3.831755683,2,4.5
2009/7/29,71.70232748,75.12285384,3558.508,0.7173,3.756142692,2,4.5
2009/7/30,72.25449306,74.99120741,3634.818,0.9664,3.74956037,2,4.5
2009/7/31,78.03045635,73.78456057,3734.622,2.4634,3.689228028,2,4.5
2009/8/3,78.50550072,71.88517968,3787.033,3.44,3.594258984,2,4.5
2009/8/4,78.71516447,69.15100175,3786.615,1.3549,3.457550088,2,4.5
2009/8/5,71.52918098,65.43330367,3740.936,-0.1771,3.271665183,2,4.5
2009/8/6,70.91244888,61.9035008,3663.12,2.9962,3.09517504,2,4.5
2009/8/7,65.01461201,57.32963323,3555.095,-2.0972,2.866481662,2,4.5
2009/8/10,66.63417106,52.45103921,3544.539,-5.1399,2.62255196,2,4.5
2009/8/11,62.10043311,47.70530605,3556.375,-6.2094,2.385265303,2,4.5
2009/8/12,56.40897597,42.41094396,3397.4,-10.6685,2.120547198,2,4.5
2009/8/13,50.35036375,37.47994689,3440.82,-8.1842,1.873997345,2,4.5
2009/8/14,43.46924349,32.92422428,3344.462,-8.9045,1.646211214,2,4.5
2009/8/17,35.74304785,28.70266308,3140.271,-12.0608,1.435133154,2,4.5
2009/8/18,38.15977215,25.91266074,3171.986,-10.754,1.295633037,2,4.5
2009/8/19,30.33426052,23.95454894,3014.568,-16.0507,1.197727447,2,4.5
2009/8/20,26.82299361,24.52861167,3144.39,-7.2741,1.226430583,2,4.5
2009/8/21,23.01602804,25.75062272,3203.624,-6.6683,1.287531136,2,4.5
2009/8/24,18.13987633,27.58418339,3229.6,-3.0571,1.37920917,2,4.5
2009/8/25,19.00303379,30.41210436,3109.83,-0.6603,1.520605218,2,4.5
2009/8/26,26.41110135,34.11489979,3172.386,0.3414,1.705744989,2,4.5
2009/8/27,33.77863688,37.93515122,3156.301,4.7972,1.896757561,2,4.5
2009/8/28,34.15505991,41.85608204,3046.781,-2.9792,2.092804102,2,4.5
2009/8/31,34.01739211,46.89272441,2830.271,-11.9692,2.344636221,2,4.5
2009/9/1,35.10740209,53.14934541,2843.7,-12.3055,2.657467271,2,4.5
2009/9/2,41.21980639,59.28160543,2890.926,-6.9363,2.964080271,2,4.5
2009/9/3,49.33260995,63.3100297,3051.964,-3.3774,3.165501485,2,4.5
2009/9/4,57.30422175,65.98752075,3077.142,-2.0454,3.299376037,2,4.5
2009/9/7,64.37491417,68.75224687,3104.208,2.3041,3.437612344,2,4.5
2009/9/8,71.55711812,70.37426819,3170.967,11.5609,3.51871341,2,4.5
2009/9/9,71.90096218,69.49799083,3194.909,11.8414,3.474899541,2,4.5
2009/9/10,65.39035201,69.8269007,3162.914,9.1793,3.491345035,2,4.5
2009/9/11,65.39755624,70.97078737,3238.133,5.987,3.548539369,2,4.5
2009/9/14,73.89257851,72.01646839,3293.394,6.8686,3.60082342,2,4.5
2009/9/15,74.10704209,70.69333118,3302.642,6.2698,3.534666559,2,4.5
2009/9/16,66.29945394,68.301196,3258.236,2.7746,3.4150598,2,4.5
2009/9/17,73.87442141,66.17057155,3320.096,3.9182,3.308528578,2,4.5
2009/9/18,72.25367206,61.85483684,3199.689,1.293,3.092741842,2,4.5
2009/9/21,71.67164235,56.83742741,3208.604,-0.8066,2.841871371,2,4.5
2009/9/22,65.95375522,50.75381745,3131.026,-4.931,2.537690872,2,4.5
2009/9/23,59.75423104,46.45327289,3060.069,-7.4781,2.322663645,2,4.5
2009/9/24,53.51570724,42.92141334,3080.926,-5.4519,2.146070667,2,4.5
2009/9/25,47.98001311,40.08435489,3058.528,-8.0775,2.004217745,2,4.5
2009/9/28,42.14921551,37.69988779,2972.643,-7.259,1.884994389,2,4.5
2009/9/29,35.16998257,37.89126972,2972.286,-7.5496,1.894563486,2,4.5
2009/9/30,40.15048789,38.87842099,3004.805,-4.0377,1.94392105,2,4.5
2009/10/9,38.56307374,39.42349857,3163.708,3.5169,1.971174929,2,4.5
2009/10/12,36.49335653,41.81282335,3151.632,2.4536,2.090641168,2,4.5
2009/10/13,33.67321049,46.20944714,3198.517,4.6682,2.310472357,2,4.5
2009/10/14,43.29750709,52.49631353,3227.399,8.3793,2.624815676,2,4.5
2009/10/15,41.09289023,57.1577914,3239.643,8.7707,2.85788957,2,4.5
2009/10/16,43.42095336,63.25047772,3241.709,7.7404,3.162523886,2,4.5
2009/10/19,52.89902242,69.78861543,3329.158,5.1497,3.489430771,2,4.5
2009/10/20,62.87309923,74.25266495,3377.574,6.9857,3.712633247,2,4.5
2009/10/21,71.39440883,76.05825326,3369.285,5.2527,3.802912663,2,4.5
2009/10/22,71.26637434,75.43700509,3347.32,3.6978,3.771850254,2,4.5
2009/10/23,77.6490081,74.85916,3413.252,5.2881,3.742958,2,4.5
2009/10/26,82.64977963,73.39697925,3414.239,5.2532,3.669848963,2,4.5
2009/10/27,79.68331955,71.140006,3314.722,-0.3592,3.5570003,2,4.5
2009/10/28,73.70662908,69.5259084,3329.327,-1.3729,3.47629542,2,4.5
2009/10/29,67.66691983,69.88812455,3247.051,-3.5988,3.494406227,2,4.5
2009/10/30,67.79930382,71.32942594,3280.372,-1.9207,3.566471297,2,4.5
2009/11/2,68.87592359,71.45800797,3392.803,-0.463,3.572900398,2,4.5
2009/11/3,69.10794011,71.42722753,3435.425,0.7643,3.571361377,2,4.5
2009/11/4,69.99873395,71.20410252,3453.888,4.2165,3.560205126,2,4.5
2009/11/5,75.879926,70.81088189,3464.318,4.0779,3.540544095,2,4.5
2009/11/6,76.31472816,68.13742886,3483.021,7.0891,3.406871443,2,4.5
2009/11/9,68.570796,66.77609974,3495.788,6.4294,3.338804987,2,4.5
2009/11/10,68.69124099,67.74371899,3503.776,3.2305,3.38718595,2,4.5
2009/11/11,67.76919005,68.32436088,3495.674,1.7431,3.416218044,2,4.5
2009/11/12,67.63941018,69.21362121,3499.992,1.3292,3.460681061,2,4.5
2009/11/13,59.8392078,68.89842332,3518.722,1.5623,3.444921166,2,4.5
2009/11/16,68.14675345,69.95508507,3625.798,4.0654,3.497754253,2,4.5
2009/11/17,74.37651149,68.02773744,3628.354,3.7694,3.401386872,2,4.5
2009/11/18,72.17509229,63.84315059,3630.229,3.5926,3.192157529,2,4.5
2009/11/19,73.10475208,58.73089238,3642.437,4.1601,2.936544619,2,4.5
2009/11/20,65.74822279,53.41833597,3631.013,3.723,2.670916798,2,4.5
2009/11/23,66.17917831,49.32719829,3665.509,4.1379,2.466359914,2,4.5
2009/11/24,56.58266769,46.19522319,3548.08,-2.1087,2.309761159,2,4.5
2009/11/25,49.26899037,44.78442339,3629.629,0.1192,2.23922117,2,4.5
2009/11/26,41.50154301,44.58704214,3485.773,-3.8959,2.229352107,2,4.5
2009/11/27,41.22941362,45.75168573,3382.51,-7.1946,2.287584287,2,4.5
2009/11/30,41.2013967,46.92858416,3511.669,-3.0626,2.346429208,2,4.5
2009/12/1,47.38732773,48.14606875,3560.831,-2.6126,2.407303437,2,4.5
2009/12/2,48.11786893,47.35997041,3597.329,1.616,2.367998521,2,4.5
2009/12/3,48.08470286,47.34548812,3590.876,-0.8618,2.367274406,2,4.5
2009/12/4,48.48940457,47.06936584,3643.491,4.5668,2.353468292,2,4.5
2009/12/7,48.29080419,47.11748795,3668.832,8.2247,2.355874397,2,4.5
2009/12/8,48.50630419,48.44214938,3624.019,3.1848,2.422107469,2,4.5
2009/12/9,42.67073772,50.2923838,3554.478,-0.1341,2.51461919,2,4.5
2009/12/10,48.03097517,53.31607123,3577.237,-0.5188,2.665803562,2,4.5
2009/12/11,46.4279692,54.39489345,3575.02,-0.4014,2.719744672,2,4.5
2009/12/14,48.77813721,54.63372311,3612.753,-0.8111,2.731686155,2,4.5
2009/12/15,56.23877279,53.24232709,3583.341,-2.3207,2.662116355,2,4.5
2009/12/16,59.60771071,50.9232085,3560.723,-1.7304,2.546160425,2,4.5
2009/12/17,60.81286233,47.24921929,3480.153,-2.0742,2.362460965,2,4.5
2009/12/18,54.50390844,42.78017819,3391.735,-5.2551,2.13900891,2,4.5
2009/12/21,47.86094718,40.66945224,3396.622,-5.049,2.033472612,2,4.5
2009/12/22,40.42976111,40.91330836,3305.543,-8.786,2.045665418,2,4.5
2009/12/23,42.32406124,42.69991075,3336.48,-7.036,2.134995537,2,4.5
2009/12/24,37.56377546,44.30864776,3438.817,-3.3376,2.215432388,2,4.5
2009/12/25,33.99861573,46.89974002,3424.783,-1.483,2.344987001,2,4.5
2009/12/28,41.83955276,48.54942121,3478.433,2.6241,2.42747106,2,4.5
2009/12/29,49.32408388,50.21681599,3500.737,3.1212,2.510840799,2,4.5
2009/12/30,51.14937542,50.47663754,3558.857,7.4629,2.523831877,2,4.5
2009/12/31,51.97648332,50.4726117,3575.684,6.9998,2.523630585,2,4.5
2010/1/4,53.11032901,51.5368675,3535.229,2.8012,2.576843375,2,4.5
2010/1/5,43.89670287,51.99244942,3564.038,4.0242,2.599622471,2,4.5
2010/1/6,51.84392143,53.40674335,3541.727,1.8317,2.670337167,2,4.5
2010/1/7,50.88301318,53.64142026,3471.456,-0.7936,2.682071013,2,4.5
2010/1/8,51.1252204,54.22259494,3480.13,-2.2039,2.711129747,2,4.5
2010/1/11,58.36201812,54.95122307,3482.052,-2.6215,2.747561154,2,4.5
2010/1/12,55.84382053,54.60264273,3534.916,0.0281,2.730132137,2,4.5
2010/1/13,52.38246642,53.35823219,3421.144,-4.0053,2.667911609,2,4.5
2010/1/14,53.25198291,51.67348856,3469.051,-1.979,2.583674428,2,4.5
2010/1/15,54.37006126,49.73454138,3482.738,0.3996,2.486727069,2,4.5
2010/1/18,55.4969892,47.81053947,3500.684,0.665,2.390526973,2,4.5
2010/1/19,56.27053607,44.63685606,3507.482,0.804,2.231842803,2,4.5
2010/1/20,48.37735727,41.51488704,3394.434,-3.9373,2.075744352,2,4.5
2010/1/21,42.27400463,39.81054412,3408.574,-0.3022,1.990527206,2,4.5
2010/1/22,41.61829987,38.67196139,3366.197,-2.9457,1.933598069,2,4.5
2010/1/25,42.82604976,37.90160564,3328.014,-4.4745,1.895080282,2,4.5
2010/1/26,36.45488873,38.21352105,3242.797,-7.5504,1.910676053,2,4.5
2010/1/27,37.53872199,39.34412511,3198.566,-9.1086,1.967206255,2,4.5
2010/1/28,38.15129971,40.09792513,3206.57,-5.6353,2.004896257,2,4.5
2010/1/29,35.44250825,39.34309341,3204.155,-6.1272,1.96715467,2,4.5
2010/2/1,36.9961654,37.75012242,3152.707,-6.4897,1.887506121,2,4.5
2010/2/2,44.69754223,36.9807496,3146.189,-5.5621,1.84903748,2,4.5
2010/2/3,43.23851306,35.96795506,3230.715,-0.3149,1.798397753,2,4.5
2010/2/4,42.06152215,36.5747012,3218.802,0.6804,1.82873506,2,4.5
2010/2/5,33.62230935,38.5120748,3153.087,-1.6114,1.92560374,2,4.5
2010/2/8,25.88468235,42.18815259,3150.988,-1.6027,2.10940763,2,4.5
2010/2/9,32.37992845,47.30162589,3169.19,0.5807,2.365081294,2,4.5
2010/2/10,38.62077502,52.57907983,3214.13,2.2054,2.628953992,2,4.5
2010/2/11,46.87898991,56.98575718,3220.398,-0.2862,2.849287859,2,4.5
2010/2/12,53.68576374,61.40475038,3251.278,1.0414,3.070237519,2,4.5
2010/2/22,55.67877609,64.77483304,3233.345,2.5314,3.238741652,2,4.5
2010/2/23,56.5655221,67.77783667,3198.634,1.5245,3.388891833,2,4.5
2010/2/24,64.04465212,70.65667033,3244.483,2.3802,3.532833517,2,4.5
2010/2/25,65.06083911,72.05903874,3292.128,2.4307,3.602951937,2,4.5
2010/2/26,73.39294913,73.12460539,3281.666,1.9179,3.656230269,2,4.5
2010/3/1,73.90625968,72.84892293,3324.423,2.2619,3.642446146,2,4.5
2010/3/2,73.69679785,72.62753078,3311.236,2.4168,3.631376539,2,4.5
2010/3/3,73.83852411,71.43482315,3335.081,4.2104,3.571741158,2,4.5
2010/3/4,72.45886256,69.24446659,3250.573,0.2431,3.462223329,2,4.5
2010/3/5,71.454239,67.26007946,3259.764,-0.9426,3.363003973,2,4.5
2010/3/8,71.73885437,65.50834566,3286.178,0.1855,3.275417283,2,4.5
2010/3/9,72.57790677,62.83136197,3305.863,-0.5184,3.141568099,2,4.5
2010/3/10,66.5405521,59.77703949,3279.694,-0.9133,2.988851975,2,4.5
2010/3/11,60.69638472,57.66933476,3276.705,-1.7245,2.883466738,2,4.5
2010/3/12,60.55253981,56.36250307,3233.126,-0.5206,2.818125153,2,4.5
2010/3/15,60.9438362,54.98556362,3183.183,-2.3481,2.749278181,2,4.5
2010/3/16,55.67695222,52.15851743,3203.971,-2.5053,2.607925871,2,4.5
2010/3/17,54.2519719,50.50175053,3273.916,-0.9212,2.525087527,2,4.5
2010/3/18,53.8943237,49.0933605,3267.555,-0.3239,2.454668025,2,4.5
2010/3/19,52.85539457,47.82580101,3293.871,0.5726,2.391290051,2,4.5
2010/3/22,52.29090314,47.16419344,3302.628,2.1685,2.358209672,2,4.5
2010/3/23,43.98155903,47.90063715,3275.573,2.894,2.395031858,2,4.5
2010/3/24,45.73635085,49.92641299,3276.669,2.2744,2.49632065,2,4.5
2010/3/25,45.8016317,52.90716848,3229.128,-1.3596,2.645358424,2,4.5
2010/3/26,46.28896679,56.99165225,3275.002,0.2553,2.849582612,2,4.5
